"CountryName","Year","scale20","S_GDPpercapitaUS","S_RealGDPgrowth","S_NetGGdebtGDP","S_GGbalanceGDP","S_NarrownetextdebtCARs","S_CurrentaccountbalanceGDP","iso2"
"Madagascar",2015,1,467.236,3.132,54.4417464166666,-6.35169883333336,84.4449921666666,-2.259,"MG"
"Madagascar",2016,1,475.956,3.993,50.7721991666666,-5.05179211904762,88.0690451666663,0.378,"MG"
"Madagascar",2017,1,515.293,3.993,50.4154474999999,-4.84350795238095,88.2733201666664,-0.229,"MG"
"Madagascar",2018,1,518.401,3.2,51.2010288333333,-5.05581211904761,90.3628449999998,0.72,"MG"
"Madagascar",2019,1,526.225,4.4,53.9919883333333,-5.89789545238099,92.6736701785719,-2.329,"MG"
"Madagascar",2020,1,495.49,-4.2,53.3491397499999,-6.15886895238099,95.5860945000004,-4.16614966666663,"MG"
